plot_id,tree_id,tree_sp,dbh,height,diameter_class,tree_Factor,SI_spp,SI_m,n_tree,species,Period,coord_x,coord_y,year,volsum,vol_spruce,vol_pine,vol_birch,vol_others,vol_ROS,vol_warm,management
A12910,81303768,3,50.0,41.792781759346994,5,40.0,1,20,40.0,spruce,0,3.725204227553418,6.911214540860955,2017,0.13129589614824605,0.13129589614824605,0.0,0.0,0.0,0.0,0.0,none
A12910,81303768,3,72.0,56,5,40.0,1,20,38.71960938356546,spruce,1,3.725204227553418,6.911214540860955,2022,0.522006052509077,0.522006052509077,0,0,0,0,0,clear cut
A12910,81303768,3,95.0,68,5,40.0,1,20,37.44299050667206,spruce,2,3.725204227553418,6.911214540860955,2027,0.9896672220115232,0.9896672220115232,0,0,0,0,0,none
A12910,81303768,3,118.0,79,10,40.0,1,20,36.07057160538517,spruce,3,3.725204227553418,6.911214540860955,2032,1.7592240638576833,1.7592240638576833,0,0,0,0,0,none
A12910,81303768,3,141.0,90,10,40.0,1,20,34.262658357115335,spruce,4,3.725204227553418,6.911214540860955,2037,2.560219755782695,2.560219755782695,0,0,0,0,0,none
A12910,81303768,3,164.0,101,15,40.0,1,20,32.32910458600904,spruce,5,3.725204227553418,6.911214540860955,2042,3.43319506070601,3.43319506070601,0,0,0,0,0,none
A12910,81303768,3,187.0,111,15,40.0,1,20,30.469280341025584,spruce,6,3.725204227553418,6.911214540860955,2047,4.4053149043525845,4.4053149043525845,0,0,0,0,0,none
A12910,81303768,3,210.0,121,20,40.0,1,20,28.771409640968056,spruce,7,3.725204227553418,6.911214540860955,2052,5.509566979697889,5.509566979697889,0,0,0,0,0,none
A12910,81303768,3,233.0,131,20,40.0,1,20,27.262289898883893,spruce,8,3.725204227553418,6.911214540860955,2057,6.754393091170869,6.754393091170869,0,0,0,0,0,none
A12910,81303768,3,256.0,140,25,40.0,1,20,25.90699471215852,spruce,9,3.725204227553418,6.911214540860955,2062,8.068108626389314,8.068108626389314,0,0,0,0,0,none
A12910,81303768,3,279.0,149,25,40.0,1,20,24.651290944785302,spruce,10,3.725204227553418,6.911214540860955,2067,9.492241368343565,9.492241368343565,0,0,0,0,0,none
A12910,81303768,3,301.0,157,30,40.0,1,20,23.44624569698555,spruce,11,3.725204227553418,6.911214540860955,2072,10.859331805399467,10.859331805399467,0,0,0,0,0,none
A12910,81303768,3,323.0,165,30,40.0,1,20,22.249213261243334,spruce,12,3.725204227553418,6.911214540860955,2077,12.258318902283172,12.258318902283172,0,0,0,0,0,none
A12910,81303768,3,344.0,173,30,40.0,1,20,21.017310572801875,spruce,13,3.725204227553418,6.911214540860955,2082,13.579204281350895,13.579204281350895,0,0,0,0,0,none
A12910,81303768,3,365.0,180,35,40.0,1,20,19.73252699794125,spruce,14,3.725204227553418,6.911214540860955,2087,14.720418571700458,14.720418571700458,0,0,0,0,0,none
A12910,81303768,3,385.0,187,35,40.0,1,20,18.370921815858,spruce,15,3.725204227553418,6.911214540860955,2092,15.65229099665427,15.65229099665427,0,0,0,0,0,none
A12910,81303768,3,404.0,194,40,40.0,1,20,16.93871623710202,spruce,16,3.725204227553418,6.911214540860955,2097,16.325025112783774,16.325025112783774,0,0,0,0,0,none
A12910,81303768,3,422.0,200,40,40.0,1,20,15.457269333775137,spruce,17,3.725204227553418,6.911214540860955,2102,16.595113553717635,16.595113553717635,0,0,0,0,0,none
A12910,81303768,3,439.0,206,40,40.0,1,20,13.944401230929056,spruce,18,3.725204227553418,6.911214540860955,2107,16.554248175752264,16.554248175752264,0,0,0,0,0,clear cut
A12910,81303768,3,458.0,212,45,40.0,1,20,13.841789256038986,spruce,19,3.725204227553418,6.911214540860955,2112,18.231740920406846,18.231740920406846,0,0,0,0,0,none
A12910,81303768,3,475.0,217,45,40.0,1,20,13.631069680663343,spruce,20,3.725204227553418,6.911214540860955,2117,19.59729286059019,19.59729286059019,0,0,0,0,0,none
A12910,81303768,3,491.0,222,45,40.0,1,20,13.25646049893798,spruce,21,3.725204227553418,6.911214540860955,2122,20.68351274918427,20.68351274918427,0,0,0,0,0,none
A12910,81303768,3,505.0,227,50,40.0,1,20,12.67298801402005,spruce,22,3.725204227553418,6.911214540860955,2127,21.280872786498115,21.280872786498115,0,0,0,0,0,none
A12910,81303768,3,518.0,232,50,40.0,1,20,11.847486338598017,spruce,23,3.725204227553418,6.911214540860955,2132,21.310333078423533,21.310333078423533,0,0,0,0,0,none
A12910,81303768,3,530.0,237,50,40.0,1,20,10.791090452356194,spruce,24,3.725204227553418,6.911214540860955,2137,20.69932117714066,20.69932117714066,0,0,0,0,0,none
A12910,81303768,3,541.0,241,50,40.0,1,20,9.569582351543442,spruce,25,3.725204227553418,6.911214540860955,2142,19.383231127346882,19.383231127346882,0,0,0,0,0,none
A12910,81303768,3,551.0,245,55,40.0,1,20,8.257203904400036,spruce,26,3.725204227553418,6.911214540860955,2147,17.59445968468804,17.59445968468804,0,0,0,0,0,none
A12910,81303768,3,561.0,249,55,40.0,1,20,6.931763990682558,spruce,27,3.725204227553418,6.911214540860955,2152,15.524949617281317,15.524949617281317,0,0,0,0,0,none
A12910,81303768,3,570.0,253,55,40.0,1,20,5.640875766133179,spruce,28,3.725204227553418,6.911214540860955,2157,13.232986739917518,13.232986739917518,0,0,0,0,0,none
A12910,81303768,3,578.0,257,55,40.0,1,20,4.442849333191728,spruce,29,3.725204227553418,6.911214540860955,2162,10.880434675600197,10.880434675600197,0,0,0,0,0,none
