plot_id,tree_id,tree_sp,dbh,height,diameter_class,tree_Factor,SI_spp,SI_m,n_tree,species,Period,coord_x,coord_y,year,volsum,vol_spruce,vol_pine,vol_birch,vol_others,vol_ROS,vol_warm,management
C09100,65323923,10,50.0,45.47304157283996,5,40.0,2,11,40.0,scots_pine,0,2.8077387719046754,3.962029781697576,2018,0.14285777334161728,0.0,0.14285777334161728,0.0,0.0,0.0,0.0,none
C09100,65323923,10,65.0,58,5,40.0,2,11,38.201772246795564,scots_pine,1,2.8077387719046754,3.962029781697576,2023,0.47653164378149165,0,0.47653164378149165,0,0,0,0,none
C09100,65323923,10,80.0,68,5,40.0,2,11,36.793661198871334,scots_pine,2,2.8077387719046754,3.962029781697576,2028,0.732705513453664,0,0.732705513453664,0,0,0,0,none
C09100,65323923,10,94.0,77,5,40.0,2,11,35.632581073203795,scots_pine,3,2.8077387719046754,3.962029781697576,2033,1.0516904672858778,0,1.0516904672858778,0,0,0,0,none
C09100,65323923,10,108.0,85,10,40.0,2,11,34.60723021269788,scots_pine,4,2.8077387719046754,3.962029781697576,2038,1.4435521543187027,0,1.4435521543187027,0,0,0,0,none
C09100,65323923,10,122.0,92,10,40.0,2,11,33.66869751744532,scots_pine,5,2.8077387719046754,3.962029781697576,2043,2.4417769661536672,0,2.4417769661536672,0,0,0,0,none
C09100,65323923,10,136.0,99,10,40.0,2,11,32.791267942479045,scots_pine,6,2.8077387719046754,3.962029781697576,2048,2.970197400612565,0,2.970197400612565,0,0,0,0,none
C09100,65323923,10,149.0,105,10,40.0,2,11,31.968468539146457,scots_pine,7,2.8077387719046754,3.962029781697576,2053,3.5105379183545034,0,3.5105379183545034,0,0,0,0,none
C09100,65323923,10,162.0,111,15,40.0,2,11,31.186478103505742,scots_pine,8,2.8077387719046754,3.962029781697576,2058,4.113313724434467,0,4.113313724434467,0,0,0,0,none
C09100,65323923,10,175.0,116,15,40.0,2,11,30.453880333017185,scots_pine,9,2.8077387719046754,3.962029781697576,2063,4.749250889763783,0,4.749250889763783,0,0,0,0,none
C09100,65323923,10,187.0,121,15,40.0,2,11,29.776486429470683,scots_pine,10,2.8077387719046754,3.962029781697576,2068,5.396011587017863,0,5.396011587017863,0,0,0,0,none
C09100,65323923,10,199.0,126,15,40.0,2,11,0.0,scots_pine,11,2.8077387719046754,3.962029781697576,2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed tree cut
C09100,72908132,10,50.002,45.64159938222488,5,40.0,2,11,413.33333333333337,scots_pine,1,19.15779060301004,10.663305699460341,2023,3.043083882799793,0,3.043083882799793,0,0,0,0,none
C09100,72908132,10,64.00200000000001,54,5,40.0,2,11,392.1081306137366,scots_pine,2,19.15779060301004,10.663305699460341,2028,4.530837930009013,0,4.530837930009013,0,0,0,0,none
C09100,72908132,10,78.00200000000001,62,5,40.0,2,11,374.7028241664071,scots_pine,3,19.15779060301004,10.663305699460341,2033,6.621675356369468,0,6.621675356369468,0,0,0,0,none
C09100,72908132,10,92.00200000000001,70,5,40.0,2,11,359.72617122798215,scots_pine,4,19.15779060301004,10.663305699460341,2038,9.394947508416609,0,9.394947508416609,0,0,0,0,none
C09100,72908132,10,106.00200000000001,77,10,40.0,2,11,346.3533762453131,scots_pine,5,19.15779060301004,10.663305699460341,2043,12.755992796106812,0,12.755992796106812,0,0,0,0,none
C09100,72908132,10,119.00200000000001,84,10,40.0,2,11,334.1466408141272,scots_pine,6,19.15779060301004,10.663305699460341,2048,21.884181841446576,0,21.884181841446576,0,0,0,0,none
C09100,72908132,10,132.002,90,10,40.0,2,11,322.760642389449,scots_pine,7,19.15779060301004,10.663305699460341,2053,26.000022388607412,0,26.000022388607412,0,0,0,0,none
C09100,72908132,10,145.002,96,10,40.0,2,11,312.1843374986149,scots_pine,8,19.15779060301004,10.663305699460341,2058,30.637145856302837,0,30.637145856302837,0,0,0,0,none
C09100,72908132,10,157.002,101,15,40.0,2,11,302.49276253309955,scots_pine,9,19.15779060301004,10.663305699460341,2063,35.17951302903781,0,35.17951302903781,0,0,0,0,none
C09100,72908132,10,169.002,106,15,40.0,2,11,293.5843652795339,scots_pine,10,19.15779060301004,10.663305699460341,2068,40.15904736938429,0,40.15904736938429,0,0,0,0,none
C09100,72908132,10,181.002,111,15,40.0,2,11,0.0,scots_pine,11,19.15779060301004,10.663305699460341,2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed tree cut
C09100,77562704,10,50.003,45.438806155676346,5,40.0,2,11,413.33333333333337,scots_pine,1,13.730018553631673,16.692513437947458,2023,3.035193013459376,0,3.035193013459376,0,0,0,0,none
C09100,77562704,10,64.003,55,5,40.0,2,11,391.60487135136475,scots_pine,2,13.730018553631673,16.692513437947458,2028,4.586306105748536,0,4.586306105748536,0,0,0,0,none
C09100,77562704,10,77.003,64,5,40.0,2,11,373.7324561224448,scots_pine,3,13.730018553631673,16.692513437947458,2033,6.631934663534429,0,6.631934663534429,0,0,0,0,none
C09100,77562704,10,90.003,72,5,40.0,2,11,357.9914468520666,scots_pine,4,13.730018553631673,16.692513437947458,2038,9.210805562829158,0,9.210805562829158,0,0,0,0,none
C09100,77562704,10,102.003,80,10,40.0,2,11,343.647465924096,scots_pine,5,13.730018553631673,16.692513437947458,2043,12.195924326034051,0,12.195924326034051,0,0,0,0,none
C09100,77562704,10,114.003,87,10,40.0,2,11,330.11010553654336,scots_pine,6,13.730018553631673,16.692513437947458,2048,20.809984688674565,0,20.809984688674565,0,0,0,0,none
